251572	276534	306809	19459	42210	352304	200038																																																																	
300735	148513	147842	191261	162783	30102	245805	212024	207762	42333	30399	327244	72830																																																											
61210	364213	371447	138617																																																																				
67640	50999	22708	79851	1190958																																																																			
331435	377215	1190986	126933	409790	266184	98539	362911	396952																																																															
388082	388746	361415																																																																					
1739887	1739890	1066977	1066967	1739791																																																																			
126609	125259	126984	279107	121213																																																																			
43123	227150	661741	156385																																																																				
223784	53648	356984	376926	360031	5307	913940																																																																	
89769	176484	309096	188006	500649																																																																			
865001	393068	864998	916089	245417																																																																			
1422879	391079	392101	385170	361560	393897																																																																		
145958	387191	162519	356984	376926	360031	98025	102601																																																																
9426	1369151	298281	227150																																																																				
338115	206395	193832	201055																																																																				
869480	869481	396457	81139	909242																																																																			
148141	299450	195946	391436	283992	252488	1101258	365137	364897																																																															
657914	657913	204438	173493	176105	1190959																																																																		
2070219	189454	7635	342512	262522																																																																			
255229	331435	406688	123462																																																																				
1045082	315024	397330	8365																																																																				
716439	17768	118849	53616	261562	231441	260399	57709	255641	5769	162465	200361	132979	133468	1265149	123786	189477	59223																																																						
63425	211738	422465																																																																					
63425	211738	422465																																																																					
383599	381992	366647																																																																					
354111	383371	27626	37249	392017	327710	226774	391888	42416																																																															
356984	376926	360031	89769	5307																																																																			
814409	208660	814408	209470																																																																				
17032	376454	374101	274422	103926																																																																			
356984	376926	360031																																																																					
276174	3547	392718	291040	2069960	392235	2070024																																																																	
4847	200038	32873	54255	189778																																																																			
42416	135469	342512	207762	72830																																																																			
231256	280787	1138	848300	346722	2151679																																																																		
125890	70298	189778	708426																																																																				
878026	125890	70298	358566																																																																				
61215	148141	299450	377956	198029	907785	1017757	395701	405409	82140																																																														
392902	1406054	295847	1926024	1926026																																																																			
1227075	385058	124767	274422																																																																				
1321	383599	381992	324086																																																																				
199158	61215	740320	214598	292434																																																																			
383599	381992	475059	374101	475057	157918	356984	376926	360031	396333	363644																																																													
45186	327162	220944	225549	713187	391857	393069	391857																																																																
17032	68048	374101																																																																					
156586	708467	151579	1922729	904853	904855	236823	210886	179554	1727175	161408	1695083																																																												
254064	922615	84012	392186	375582																																																																			
1191005	392134	43851	308098	365285	371142	324086																																																																	
61215	148141	299450	377956	198029	907785	1017757	395701	82140																																																															
914181	1672048	1672047	5028																																																																				
3317	39141	135517	868390																																																																				
42186	130057	172491	299887																																																																				
148141	309096	113039	376286	41100	204756	279207	382925	239436	1768986	176484	383371	342032	394165	56776	289097	245818	58807	708467																																																					
372651	113039	376286	396939	366853	909242	240242	91849																																																																
96509	41100	204756																																																																					
1102098	1102079	1102078	1102099	944301																																																																			
41270	1340244	262522	262522	157585	1016717																																																																		
935865	230004	156385	110313	227150	81941	43123																																																																	
156385	110313	43123	52017																																																																				
1431839	1745398	1675693	1164700	1102075	1164709	722612	1431817	2620841																																																															
48365	59313	29114	309448	1672047																																																																			
713170	274422	910295	103926	284251	323700																																																																		
2214736	660927	377177	365648	208660																																																																			
1021357	1021356	362078	291236	264688	909242																																																																		
762708	174714	282159	1372043																																																																				
1334256	1713298	1713297	1713308	1713312	1713309																																																																		
276174	916089	8140	392397	265089	136990	1885279	382490	225316	125567	195725	175320	276157																																																											
71795	176484	195946	205427	134630	1101337	206273	160922	195679	195679																																																														
378756	1374016	1258793	1258794	99417	59345																																																																		
137071	1057871	392222	249378																																																																				
131956	1919509	397616	381992																																																																				
191515	140817	108929	392017	226774	184241	193618	154454	913940	392009	5307	950952	499539	176411																																																										
180023	32895	287261	111873	358221	287467	131296																																																																	
62489	291236	358313	375359	362078																																																																			
1328777	364846	374101																																																																					
392017	185422	177787	226774																																																																				
1101259	207762	374101	367186	360740	350155	17032	68048	97954	173380																																																														
814409	156385	110313	814408	286457	951375																																																																		
385183	1689273	239574	169653	323762	342032	287261	111873	294908	239436	281610	297353	76283	200038																																																										
41204	475168	105116	8659																																																																				
356828	75783	156919	1192642																																																																				
309096	1590703	181280	350562																																																																				
391888	392017	177787	1164775	1164786																																																																			
312627	62938	51947	1370882																																																																				
644076	365587	59761	365060																																																																				
108335	272175	31378	5697																																																																				
720440	416453	416455	467179	416795	261562	132979	2595963																																																																
358221	41100	204756	96509	206273																																																																			
398896	383933	360062	392331																																																																				
396518	2070287	2070126	2069997	106791	227151	1340178																																																																	
2151679	226491	1085711	909148	1085771	488477																																																																		
2157339																																																																							
207753	394196	397170	219808																																																																				
8140	276157	296188	161422	181202	328595	250332	191091	198993																																																															
286696	194626	392098	383839	249378	199158																																																																		
193832	184241	37729	252112																																																																				
1101294	1101291	1101292	1101290																																																																				
396518	2070287	2070126	2069997	106791	227151	1340178																																																																	
848397	374101	323836	22186	211819	340376																																																																		
247027	2150806	2150805	18034																																																																				
346722	5307	396496	208660	393663	1044893																																																																		
1915304	276157	191076	71141	131719	321100	49098	148347																																																																
266756	204756	96509	239574																																																																				
81915	247066	331769	194222	17284																																																																			
375728	358075	374585	367089																																																																				
306104	186171	16643	193618	286457																																																																			
36062	297353	346695	201055																																																																				
1086285	276174	8140	225316	394262	276157	879141	33344	61943																																																															
182313	70012	249966	1076394	104076	286438																																																																		
182880	1016661	1016690	1400567	108335	88100																																																																		
1628487	1651834	1651830	1622213	1945572	1945700	1628192	1628198	1629050																																																															
1628215	1628199	1628404	1945574																																																																				
2253119	2136618	2253314	1628995	1628875	1694361	2253376	1945687	1628197	1651835	1628100	2145904	1628766	1945673																																																										
1628236	1623421	1621551	1621966	1621964	1623761	1622104	1622037	1623617	1945640																																																														
219808	716439	817537	264980																																																																				
156385	43123	230004	52017	110313	367514	5307	394257	340367	476883	383371	1101320	53648	114878	356984	376926	360031	1192528	47219	246215	207762																																																			
847005	1101719	862392	488532	1423531																																																																			
271834	710154	710158	407393	848700																																																																			
2175661	2157342	736967	736968																																																																				
2561397	660928	660927	208660																																																																				
709721	708440	489489	708441	708443	708445	145327	732350	2320629	208660	660928	340367	364305	110313	660927	256849																																																								
372539	346695	278381	287164																																																																				
310197	162525	316456	105951	51637	261271																																																																		
195679	1101317	16643	130172																																																																				
195946	119063	130172	123462	16643	396879	1138	176411	89769																																																															
29378	112167	1588730	16643	119063	103926	397891	130172	133911																																																															
133973	393760	280718	3922																																																																				
1590704	341420	30477	102909																																																																				
356984	376926	360031																																																																					
215037	13621	104301	30102	53648	135359	176785	365587	258540	384917	392291	392294	1605984	284251	239228	367470	374483	373277	327710	149408	1077230	252694																																																		
280718	234766	1143352	2210310																																																																				
185422	1164788	47155	252112	393929	155224	273323																																																																	
324086	251547	89769	61215																																																																				
44777	4847	149408	306104																																																																				
754653	1071571	710169	488284																																																																				
372266	366936	390689	375703	364430																																																																			
660927	660928	814409	208660																																																																				
134748	383666	385170	392101																																																																				
266052	38020	113014	380489																																																																				
145613	657914	657913	396342	1101310	394036	377050	422465																																																																
2281013	2281008	1070906	2281002																																																																				
944552	944537	944535	944534	944577																																																																			
383599	381992	176411	84012	266052	375582	1086193	171190	2137707																																																															
383599	381992	176411	84012	266052	375582	1086193	171190	2137707																																																															
9114	913940	358455	356828	262522	347368	79360	157585																																																																
261234	205394	9006	1321	37249	172034	72192	386536	358424	365648	1190989	351916	385523																																																											
391879	208660	660927	172034	479850	660928																																																																		
356984	376926	360031	16643	1164775	392101																																																																		
1392051	354111	157585	262522	42768																																																																			
660927	1134299	390290	375938	17653	913940	1190988																																																																	
363638	365863	379862	362392	1017161	657894	260347	407402																																																																
117982	78384	384205	356828	363644	1101308	1101309																																																																	
93170	348576	397009	397356	398357																																																																			
262522	157585	258569	324086	134473	124480	374101	358183	84012	72830	244214	357643	174714																																																											
272463	272258	103926																																																																					
247027	394029	283879	304902																																																																				
475168	1392127	475085	397225																																																																				
207753	716439	17768	118849	53616	261562	57709	219808	114923	255641	5769	124221	214772	294675	162465	151838	200361	132979	312599	182752	312315	133468	1265149	123786	189477	154176	59223	219882	126126	260765	262402																																									
1369342	208660	227150	156385	110313																																																																			
17032	294886	257518	638193	255301	16678	321385																																																																	
475118	475206	475119	289395																																																																				
266052	397517	289088	476883	709700	342032	201371	406688	123462	278381	110313	156385	195946	205427	145597	245818	780696	227150	23965	285894	297353	234904	36062	346695	201055																																															
52535	385183	309096	186171	316095																																																																			
272258	103926	16643	384917																																																																				
145613	401063	3979	262522	157585																																																																			
661388	1117760	251547	49524	170758	357344	379553	61210	231434	327710	191515	140817	661741	286457	156385	372539	365853	388082	168491	391835	67703	272175	392101	264217	2151275	398524	375127	204438	286783	359686																																										
263307	164588	311561	2070024																																																																				
392017	391888	333148	252112	47155																																																																			
372855	355583	331617	1367764	1367788																																																																			
7635	392191	189454	396496																																																																				
640126	240242	872721	736830																																																																				
193832	226774	1333678	1333672	283992	1101333	1101332	1101335	1101338	392017																																																														
922616	1101294	53421	657913																																																																				
678336	2069461	246200	755336	336712	224584	239661	136923	43702	137890	298806	120249	751248	1117759	146238	2137707	1672067	1672071	1080391	1130962	944271	1075290	678475	678466																																																
481737	475532	488285	131928	620522	620725	863799																																																																	
207753	716439	17768	118849	53616	261562	57709	219808	114923	255641	5769	124221	214772	294675	162465	151838	200361	132979	312599	182752	312315	133468	1265149	123786	189477	154176	59223	219882	126126	260765	262402																																									
1130962	944271	1075290	678475	678466																																																																			
398202	1016662	1928252	397361	2151879	236520	372351	60586	219130																																																															
1017138	50999	67640	1321																																																																				
374101	84012	68227																																																																					
204438	231434	133436	61210	173493	84806	359686	863462	263478																																																															
204756	41100	272463	358221																																																																				
944522	239436	354111	231807																																																																				
375574	387112	322374	349267	394262																																																																			
32873	54255	4847	181280																																																																				
182880	1016661	1016690	1400567	108335	88100																																																																		
331435	172034	372297	189454																																																																				
734823	379111	780696	182313																																																																				
198029	103926	106685	260033	114878	53648																																																																		
365028	387238	366339																																																																					
140519	19459	352304	7177	610	134824	316456	221631	310197	124116																																																														
99988	126076	392133	307577																																																																				
294908	383371	239574	189778																																																																				
137890	276157	296188	8140	202578	225316																																																																		
393115	245818	297353	130903	36062																																																																			
1333703	17032	68048																																																																					
380010	922638	324086	207762	72192	1321	294908	202244	1017138																																																															
108335	272175	2069961	391079																																																																				
162194	358721	385608	239736	147176	171190	84012	89769	333674																																																															
1365	392208	265092	278381	18602	110313	156385																																																																	
191408	8659	1422022	383839	387393	23491																																																																		
864723	335466	252947	377215																																																																				
154576	2277559	359870	48365	59313																																																																			
354111	95922	316336	13621	350562	71795	637967	391857	393069																																																															
383599	381992	366647																																																																					
41100	204756	10087	239436	306104	393769																																																																		
365028	387238	366339																																																																					
405416	405417	961092	961091																																																																				
2151512	245805	171737	316336	395809	1145765	1721052																																																																	
70012	249966	734823	10780	43261																																																																			
169816	409790	488483	488487	364846	291040																																																																		
190744	185569	1101268	294886	257518																																																																			
208299	147629	311368	48409	255229																																																																			
324086	263100	362819	311912																																																																				
103926	106685	260033	1101314																																																																				
17723	1128010	272651	326477																																																																				
231807	200038	245818	72192	258569																																																																			
9006	950952	185422	184241																																																																				
1341302	17254	817216	817217	207753	716439	219808																																																																	
346695	201055	278381	398894	245818	145597	814410																																																																	
195946	391436	283992	252488																																																																				
262522	396806	396805	1252899																																																																				
396806	396805	286438	104076																																																																				
383599	381992	17032	68048	381992	50999	67640																																																																	
182313	249966	70012	396795																																																																				
67640	50999	263100	114796	156385	110313	367514	1138																																																																
182313	43261	10780	70012	249966	734823	295663	392033																																																																
366185	180023	306176	301770	285408	394165	239436	41100	204756	342032	71795	10087	393139	383371																																																										
61215	286457	145613	96346	732354																																																																			
162194	383599	381992	366647																																																																				
383599	381992	366647	195923	382490																																																																			
159930	359698	355949	1145781	1145777	328595	181202	863465	225316	276157	863466	863467	125567	265089	136990	27626	4847	61943																																																						
177472	225316	8140	276157	296188	276174																																																																		
342512	17723	1128010	272651	326477																																																																			
17723	1128010	272651	326477																																																																				
396805	396806	43261	10780	70012	249966	734823	499539	226491	126126	359565	732396																																																												
5307	365285	365370																																																																					
393925	392897	2277789	1434742	106685	260033	354111	1456045	230004	103926																																																														
1118477	362469	2150794	2150795	145613	2280910	154454	37249	22575	4608	72860																																																													
393396	1019	276157	8140																																																																				
709721	708440	489489	708441	708443	708445	145327	732350	2320629	1652082	195679																																																													
1915779	260347	951079	951220	951219	951205	950960																																																																	
392666	354801	296538	98610																																																																				
110115	249004	322045	132961	273497	310197																																																																		
52017	43123	156385	110313																																																																				
443055	443319	2170189	2169944																																																																				
235703	309096	354111	32873	54255																																																																			
18602	69677	185569	190744	219130																																																																			
305367	372539	110313	1434817																																																																				
149408	386536	358424	375744	396906	284251																																																																		
287467	149408	284251	2277789																																																																				
220370	314520	1025296	1021314	125259	227150	1236																																																																	
2150781	180023	111873	287261	131676																																																																			
247027	396220	485119	176411	22215																																																																			
383371	176484	259614	186171	306104	287261	111873	180023	32895	58342	195946	1101337	300482	397534	324086	2276340	642038	643756	1434817																																																					
145597	176484	624530	711880																																																																				
17032	68048	374101																																																																					
89769	366359	81941	380489	225262	364695																																																																		
1118477	1017138	89769	205877	468184	340367																																																																		
179554	287261	111873	180023																																																																				
281713	1075851	393760	1708651	83403																																																																			
333128	102679	70172																																																																					
333128	102679	70172																																																																					
333128	102679	70172																																																																					
333128	102679	70172																																																																					
328898	307440	36078	1252895	49581	2595917	36078																																																																	
276174	1086285	125567	195725	422851	394262																																																																		
230659	126076	1191007	391079	2240811	958955																																																																		
333128	102679	70172																																																																					
208299	147629	311368	48409	255229																																																																			
207884	383599	381992	366647																																																																				
225316	276157	296188	49925	1086285	276174																																																																		
869481	869480	863795	717312	2151679																																																																			
332555	125890	383933	392331	195679																																																																			
5307	89769	382765	619138	387191																																																																			
61210	231434	76182	374000	161697	286783	274852	232561																																																																
148141	176785	27626	4847	1017043	392078																																																																		
409096	408661	409003	408643	661222	661046	742291	324086	188006	828213	375744																																																													
110313	52017	69677	156385																																																																				
226774	193618	1422042	392017	391888																																																																			
1094134	1102075	1164709	1102078	362439	1127942	2144899																																																																	
367186	360740	5307	397891	176411	185569																																																																		
386894	390485	300700																																																																					
278381	230004	364897	119451	186171																																																																			
1114033	147786	72860	24187																																																																				
363644	485119	176411	365060	18602																																																																			
1621549	1622019	1622018	1622038	1628408	1629094	1628575	1623777	1628747	1628215	1626640	1621041	1629089	1628109	1628215	1622770	1629091	1628756	1628236	1628662																																																				
185569	190744	155912	22653	385954	395815	212459																																																																	
1628185	1628201	1628202	1945570																																																																				
27626	354111	149408	284251	365167																																																																			
2586505	2586542	250332	2151665	113039	376286																																																																		
365028	387238	366339																																																																					
7635	123892	197621	181202																																																																				
131627	32895	16643	193618																																																																				
349670	24533	396275	104903																																																																				
50936	8864	10911	390290																																																																				
380010	185569	872741	872740																																																																				
231434	6065	25158	2151665																																																																				
408220	387191	112815																																																																					
1127991	103926	385561	1333703	950952																																																																			
396805	396806	208660	191091	872739	660928	355027																																																																	
405417	1101424	1101417	97707																																																																				
364790	3547	316166	921305	364790																																																																			
258284	276338	74152	394195																																																																				
154454	226774	162165	47155	252112																																																																			
354111	863832	863833	1143353																																																																				
254402	314958	258569	89769																																																																				
407393	407402	615003	1915702																																																																				
48365	59313	122027																																																																					
657913	657914																																																																						
8864	10911	225262	352109	396342																																																																			
8864	10911	745940	360926																																																																				
358951	375555	396342	84012	1190160	1190162	1021316																																																																	
391231	231434	61210	170758																																																																				
182313	70012	249966	396806	396805	392078	944587																																																																	
387393	1422022	364213	391888	2150805																																																																			
245805	395809	354111	395809	2150781																																																																			
385523	366105	372539	110313	209817	169358	814409	2586517	294886	257518																																																														
182313	10780	43261	734823	249966	70012																																																																		
48365	59313	201055																																																																					
944552	292434	263307	28748																																																																				
208299	147629	311368	48409	255229	199158																																																																		
392017	391888	184241	206395	468184	154454	193832	365167	1016690	1400567																																																														
383934	358769	309096	41100	204756	342032	383371	151579	394165	300482	51657	331617	180023	32895	259024	211070	306176	71795																																																						
182313	43261	10780	70012	249966	734823	396806	396805																																																																
366105	814409	307577	89769																																																																				
383131	22653	155912	117876																																																																				
7635	246538	123892	41705	382445																																																																			
7635	123892	84012	350208	374101																																																																			
13205	392033	392819	67703	272175	31378	5697	295663	1192488	959194	922613	1403974	374883	209712	49473	208299	392078	396806	396805	97707	61215	363644	1340244	324086	168491																																															
391890	255229	391860	171189																																																																				
49524	332043	177787	185422																																																																				
260347	405413	52247	934120																																																																				
227150	110313	156385	230004																																																																				
17057	6342	48365	59313	81941																																																																			
709721	708440	489489	708441	708443	708445	145327	732350	2320629	951375	355600	189722	660928	63152	305389	366105	103313	105912																																																						
185569	190744	340376	261234	351916	126933	391733																																																																	
260347	397506	394076	377215																																																																				
385183	41100	206273	169653	151233	383371	287261	111873	350562	79963	239436																																																													
193907	377050	20553	84012																																																																				
328595	276157	296188	8140	225316	355949	147995																																																																	
208299	147629	311368	255229																																																																				
357643	375582	384900	385805	361988	394165	208604																																																																	
273497	322045	296373	356073																																																																				
230004	57709	422465	207753	817298																																																																			
817413	817412	1082126	207753																																																																				
97651	38439	382445	123892																																																																				
67559	31378	272175	108335																																																																				
254489	809822	210085																																																																					
61346	390290	191515	384759	365370	360342																																																																		
110313	43123	230004	52017	227150	156385																																																																		
219130	2151679	1434742	660927	708440																																																																			
17032	68048	207762	391890																																																																				
779195	220966	151993	174922																																																																				
1132631	1132633	1713293	1713291																																																																				
209470	383599	381992																																																																					
2166827	362485	1016690	1400567																																																																				
358602	1948539	1948531	200486	29968	17768																																																																		
1391930	678437	678399	245955	1391941	1076681																																																																		
709721	708440	489489	708441	708443	708445	145327	732350	2320629																																																															
13321	252112	292130																																																																					
383599	381992	1190168	89769	27626																																																																			
32895	180023	111873	287261	151976																																																																			
148444	224671	108775	246715																																																																				
422465	129360	117900	258569	335546																																																																			
1086747	682345	732859	709666	709667	1099469																																																																		
362439	381992	287261	111873	380489																																																																			
382419	365648	18602	216000	59345																																																																			
119063	390290	36784	754957	331435	382308																																																																		
43123	110313	201055	661741																																																																				
372539	110313	230004	52017	346695	201055	156385	43123	367514	660927	660928																																																													
356984	376926	360031																																																																					
365028	387238	366339																																																																					
397758	392897	392033	365370	868058																																																																			
481756	202569	121213	75893																																																																				
278381	346695	201055	286457	365648																																																																			
398896	878026	390290	383933	1114194																																																																			
51947	73984	1101308	950952	103926	387191																																																																		
397681	1148206	307623	2195285	1070899	2171738	2171739	396709																																																																
396676	736823	382445	2195990	194170	393003																																																																		
303956	31282	299962	247027																																																																				
394262	863466	863464	355027																																																																				
233945	239436	69218	156833	30619																																																																			
125890	70298	390290	360062	2150781																																																																			
396676	736823	382445	2195990	194170	393003																																																																		
189460	176411	340367	177787																																																																				
207762	259556	91849	392033	378768																																																																			
323762	41100	169653	204756	96509																																																																			
682361	403814	710032	657787																																																																				
371267	405390	384988	1321																																																																				
928317	383599	381992																																																																					
156385	18602	365648	367549																																																																				
383599	381992	89769																																																																					
75254	155912	385954	22653																																																																				
139069	202244	353827	644096	1327743	202688	228546	1349006	256841	33159	354111	358950	681841	1017765	130221	681811	399011	638081	300456	351990	52017	18077	731874	194492	261960	1256966	21303	209403	69677	345291	121357	1130870	277709	149127	877864	951375	942665	393870	1117759	354111	324631																															
239436	23888	350562																																																																					
1021357	1021356	362078																																																																					
156586	204589	2151679	331435																																																																				
163170	362819	148141	299450																																																																				
374101	397891	1725180	6768																																																																				
97954	134473	124480																																																																					
287261	111873	1588730																																																																					
296188	276157	276174	225316	349267																																																																			
396676	736823	382445	2195990	194170	393003																																																																		
740316	484736	51835	1389757	1377505																																																																			
104014	306071	1629214	104014	306071	1629214																																																																		
944533	944534	944535																																																																					
374101	304208	383839																																																																					
44256	6128	235631	199302	49409	78814																																																																		
195923	61215	944523	623																																																																				
1192450	226774	392017	391888																																																																				
103926	48365	59313																																																																					
43123	52017	110313	230004	156385																																																																			
391890	88618	1018150	397809	278123																																																																			
17032	68048	374101																																																																					
657779	817242	1082079	219808	716439																																																																			
