9952	24	8	0.5	1
10036	24	8	0.5	1
10769	6	6	3	0.8
10801	24	8	0.5	1
10886	8.5	4	3.4	1.8
11062	18	15	14	10
11413	55.1	12.6	15.7	65.9
11959	3	6	5	3
12004	3	19.3	2.8	6.6
12168	15	15	6	16
12631	36	8	6	4
12953	9	7	3	2.6
13338	8.5	4	3.4	2
13574	5	5	5	2
13596	54	11	5	6.5
16529	6	4	0.6	0.4
17061	24	8	0.5	1
17201	6	4	0.8	0.6
17723	20	5	3	7
18134	30.6	7.3	25.7	15.7
18337	6.6	7	1.7	1
18349	10	6	2	0.5
18355	5	2.8	1.2	0.6
19026	69	25	7	12
19323	21	13	10	6
19465	5	1	1	0.1
19483	6	4	3	2.3
19685	10	6	2	0.4
19704	5	3.5	9.6	3.6
20069	9.3	7.3	4	1.5
20179	15	15	6	30
20318	5	3.5	9.6	2.3
21111	12	17	5.8	16.7
21229	10.2	3.9	10.3	2
21303	24	8	0.5	1
21598	40	8	8	3
21742	5.3	5.3	5.3	1.4
21916	9	8	5	5
22798	6	4	0.9	0.1
23592	72	28	1	20
23830	2	2	2	0.5
24083	12	7	2	2.5
24164	15	15	3	5.4
24192	2.8	5.5	7.9	0.2
24643	21	10	3.5	3.5
24812	24	8	0.5	1
25124	12.5	12.5	2	6.4
25158	19.3	3	2.8	6.6
25295	10	6	1	0.8
25957	24	8	0.5	1.5
27469	6	1.5	8	3
28157	3.9	6.3	10.2	1.6
28342	12	7	2	3
29095	8.5	4	2.5	2.3
29510	73	14	14	30
29516	9.8	8.9	3	6.1
29527	2.8	3.7	1.6	0.4
29557	2.8	5.5	7.9	0.9
29946	8.5	4	2.5	5.6
30192	2.8	5.5	7.9	0.5
30231	15	15	6	20
31036	26	3	2.8	13.2
31378	4.9	4.1	0.8	0.1
212384	14	14	3	14.7
213042	11	11	15	32
213614	18	11	2	3
213703	1.3	2.8	4.5	0.6
213881	12	6.5	1.9	2.5
214058	11.4	21.3	0.8	1.8
214384	8.5	4	3.4	4.6
323320	24	8	0.5	1
324453	24	8	0.5	1
324674	24	8	0.5	1.3
324675	12	10	4	6
324770	10	6	1	1.6
326564	14	14	5	28
327244	4	3.5	5.4	0.4
327559	31	10	5.5	12.5
327641	15	4	4	1
327652	2.8	3.7	1.6	0.4
328022	5.3	5.3	5.3	0.9
328631	8.5	4	2.5	3
329875	6.8	2.9	2	0.3
329896	14	14	2.5	11.3
331358	3	1.5	1	0
331617	19.3	3	2.8	6.6
331654	8.5	4	3.4	2.8
331889	12.5	12.5	2	5
332151	6	4	0.9	0.3
333009	7	5	1	1.1
333276	5	1	1	0.1
333985	6.3	4	2	1.6
334112	42.5	21.5	4.8	60
334514	5	5	2.5	1
334643	4.3	2	1.5	0.1
334807	3.5	2	2	0.1
335290	4.3	3	1.5	0.5
335481	6	4	1	0.4
335546	4.9	4.1	0.4	0.1
335994	42.5	21.5	4.8	30
336060	3	26	2.8	13.2
336475	7	5	0.8	0.4
336573	3	26	2.8	13.2
336712	9	7	3	2.6
336788	5	5	4	2
336950	3	6	4	1
338000	22.4	7.5	7.5	10.8
339775	5	5	1	0.2
339983	7	5	1	0.8
340810	18	6	2	2
387120	15	15	5	5
387126	6.3	6	6.3	1.3
387238	0.1	20.1	6	0.1
387352	7.8	5.8	0.5	0.1
387528	4.5	4.5	4.5	0.5
387707	2	1	1	2
387778	49	22	11	35
387945	4.5	4.5	4.5	0.6
387959	9	4	3	2.8
388736	15	15	5	5
390317	16.8	6	0.5	0.1
390654	2.8	2.9	2.9	3.6
390907	12	11	7	6
391039	14	11	5	7
391055	1.9	6.5	12	3
391651	6.3	6	6.3	1.1
391666	13	11	2	1.5
391846	25	23	11	19
391871	5	5	3	1
392133	6	5	4	1
392134	15	3	1	1
392193	2.8	2.9	2.9	3.2
392275	6.5	21.3	3.1	13.2
392292	15	3	1	1
392316	12	6	4	1
392378	4	2	2	1.8
392413	4	4	4	0.5
84535	9	9	12	3
84557	10	9	5	2
84799	2.6	2.6	1.6	0.3
86518	6	4	0.6	0.3
86846	20	5	6.5	3.5
87026	4	3.5	5.4	1.5
87059	10.3	10.3	3.9	2.1
87263	10	6	0.9	1.7
87406	3	3	1	0.3
87577	8.6	7.3	3	1.2
87607	7.7	1.8	13.6	1.3
89264	1	7	1	0.5
89808	20.9	6.7	6.7	9
90322	2	2	2	0.6
91898	10	7	1	1
92276	24	8	0.5	1
92302	21.3	6.5	3.1	11
92898	22	13	10	15
93122	6	4	0.8	0.6
93351	40	15	12	65
94787	6	4	0.5	0.2
95312	19.3	3	2.8	6.6
95381	24	8	0.1	1
95481	21.3	13	7	12
95482	4.3	3	1.5	0.5
95922	19.3	3	2.8	6.6
96394	20	10	10	5
96830	1.3	2.8	4.5	0.8
97060	44	8	18	10
97089	5.9	5.5	2.4	0.9
97490	2.8	3.7	1.6	0.4
97707	18.5	5.2	2.8	0.9
97717	5	1	1	0.1
97789	6	3	3	1
97851	24.7	5.7	23.7	10.3
98049	14	4	4	4.4
98258	6.4	6.4	11	1.2
99372	7.7	1.8	13.6	0.9
99396	10	6	1	0.6
99417	10	9	4	3
99686	24	20	10	27
100119	29	16	16	15
101456	12	7	2	2.5
101629	4	2	2	0.1
101995	5	1	1	0.1
102227	50	12	11	17
102555	12	12	12	28
102707	7.4	3	1.4	0.1
103177	6	4	1	1
103215	51	9	4	7
103327	5	3	3	0.5
103591	14	14	5	21.7
263171	24	8	0.5	1
263473	14	14	5	20.2
263497	30.6	10.6	31.6	20
263892	5	5	1	0.1
264878	6	2	2	1
265387	7	5	0.6	0.5
266127	51	9	4	6
266777	22.3	14.4	6.3	42.7
266904	11.1	1.9	17.8	1.4
269837	5	1	1	0.1
269900	48	13	10	32
270544	5	5	2.5	1
270694	29.5	6.5	23	18.5
271222	14	14	3	9.7
271725	2	2	2	0.5
272078	7	5	1	0.7
272175	2.8	2.6	2.6	0.3
272209	1.3	6.9	2.6	1.3
272422	5	1	1	0.1
272437	6	4	0.6	0.1
274075	7.1	5.1	8.3	2
274719	17	17	11	42
275247	2.8	3.7	1.6	0.4
275687	8	2.5	8	1.2
275785	8.5	4	2.5	3.1
276140	6	4	0.4	0
276590	7	5	0.6	0.4
277144	3.5	3.9	2.2	0.2
277181	14.5	6	0.6	1
277280	2.3	2.3	3.8	0.1
277701	19	19	10	23.4
278123	6	1	1	0.5
278273	9	4	2.3	1.8
278412	8	6	1.5	1
278784	19	3	4	1.5
279177	72	28	1	20
280977	34	16	7	27
281464	12	7	7	2
281567	6	6	3	2
282523	4.4	1.6	2.4	0.9
282755	7	7	2	0.2
282799	13	13.5	5	4
282858	21	12	1	0.1
467829	28	17	8	55
467872	10	10	8	10
467978	15	15	6	15
392420	6	17	23	10
392547	6.5	21.3	3.1	13.2
392583	6	4	1	0.1
392670	8.8	1	1	2
392702	9	9	11	16
392809	22	22	10	28
392904	14	14	3.5	3
392905	5	5	5	2
392910	18	46	55	50
392966	22	3	3	0
392993	7	4	3	3
392995	51.6	13.8	10.2	23.4
392998	12.6	6.3	6.3	35
393096	5	5	2.5	1.5
393101	8	6	3	2.5
393185	17	8	1	0
393193	22	22	10	28
393349	27	27	10	25
393491	0.8	0.8	0.5	0.1
393494	1	1	1	0.2
393496	20	20	10	25
393573	13	6.5	2.5	1
393574	13	6.5	2.5	1
393729	5	5	2	0.1
393777	5	5	2	0.1
393785	10.5	8.3	7.3	2.9
393817	6.8	4.5	2.3	2
393870	4	1	1	0.1
393911	6	6	4	2
393960	21	15	1.5	0.9
394043	32	12	8	10
394048	4	4	4	1
394085	45	8	5	3
394114	9	7	1	0.8
394192	12	12	4	15
394216	24	3	1	1
394241	24	3	1	1
394269	7	4	3	0.5
395657	8.3	13.8	2.4	2
395701	21	12	1	0.1
395724	8.5	4	2.5	3
395735	25	8	9	52.3
395809	5.5	5.5	2.4	1
396250	8	6	3	2.5
396273	18	14	5	10
396288	15	10	4	2
396341	11	6	2	1
396495	8	4	2	1
396524	6	4	1	1
396526	13	6.8	4.3	2.7
396672	15	11	1	1
396692	3	1	1	0.5
396760	4	4	1	1.6
396767	20	20	12	24
396782	5	5	1	0.3
396789	8	4	2	1
396791	36	12	8	8
396792	36	12	8	8
396795	9	5	5	1
396865	4	4	1	0.1
396894	36	7	4	5
396941	26	13	9	15
396987	8	24	12	35
629293	23	21	14	19.5
629357	23	22	15	19.5
631718	4	4	4	0.3
631864	33.4	7	7.3	3.5
632091	5.5	2.5	2.5	8.5
635471	28	18	13	14
635824	27	21	10	16
636441	20	15	9	9
636534	25	19	10	7
637199	25	19	10	8
637586	6.8	3.1	2.5	0.7
637711	14	14	3.5	3
637717	16	16	18	71
637982	5	5	5	1
638066	13	6.5	2.5	1
639239	9.2	5.3	2.3	2
641439	11	9	2	0.6
641503	14	5	1	1
641520	7	5	1	0.3
641528	11	6	1	0.3
641602	6	4	2	0.3
641714	14	6	6	2.5
641879	6	3	1	0.1
641894	7	5	1	0.2
641902	9	6	1	0.3
641908	11	6	1	0.2
112729	5.3	5.3	5.3	1
112794	6	4	1	0.7
113443	3	1.5	1	0
113496	6	4	0.5	0.2
113584	1.3	3.8	5.5	0.1
113612	5.5	5.5	2.8	1.2
113818	6	4	0.5	0.2
114737	12	7	2	3
114847	4.3	3	1.5	0.5
117841	5.1	4.7	2	0.3
118303	6	4	1	0.2
119101	3	26	2.8	13.2
119242	24	8	0.5	1
119607	7	5.9	2.6	1.5
119663	17	7	5	2
119711	15	17	4	5
119741	14.3	8.5	5.5	13.5
119934	6	4	0.8	0.3
120239	10.4	1.8	11.6	1.3
120377	6	4	0.6	0.1
120416	18	3.5	3.5	2.5
120425	4.3	3	1.5	1.5
120660	12	7	2	3
121316	1	3	3	1
121357	5	1	1	0.1
235415	6	4	0.6	0.2
235511	54	8	5	7
235535	20	10	10	8
235755	9	11	3	6
236328	8.5	4	3.4	5
236479	10	6	0.8	1
238239	6	4	0.6	0.2
238398	20.7	12.2	10.7	41.3
238530	15	15	6	16
239436	8.5	4	2.5	2.8
239638	1.9	2.6	1.3	0.2
239897	27	11.5	16.5	0.1
240462	12	6	6	5
240922	8.5	4	2.5	2.6
240977	11	30.7	0.8	2
240980	19.3	3	2.8	6.6
241948	13	11	2	4
243698	24	8	0.5	1
243788	28	20	6	14
243906	7.5	3.8	3.8	0.3
244678	15	15	6	20
244850	4	3	4	0.6
244930	24	8	0.5	1
245105	14	14	3	13.7
245166	4	4	1	0.1
245178	40.5	7	23	30
246362	6	4	0.8	0.3
246530	4	3	4	0.9
247184	18	18	10.5	19.9
50112	13.2	8.3	2.4	2
50267	12.5	12.5	2	5.4
50648	4.3	3	1.5	0.5
50696	8	6	4	0.4
51546	24	8	0.5	1
52258	3	6	5	3
52332	22	11.8	1.8	1
52479	4	7	9	0.8
52880	21	12	1	10
53241	46	15.5	6.5	32.6
53503	6.5	12	2.8	2.1
53909	6.3	4	2	2.3
53979	11	8	3	2.2
54015	15	8	2	5
54515	8.5	4	3.4	3.9
54885	8.5	4	3.4	4.1
54923	6	4	2	0.1
55350	24	12	6	13
55369	9.6	4.4	3.9	6.6
56048	4.9	4.1	1.2	0.1
56291	8.5	4	2.5	4.3
56634	5	3.5	9.6	3.9
56792	2.6	2.8	3.6	0.5
58094	8	8	0.8	0.5
58188	4	3.5	5.4	1.1
58793	13.5	13.5	2	3
59056	54	8	5	7
59115	54	8	5	7
59348	15	15	6	12
59761	40	8	8	3
59900	10.4	1.8	11.6	0.9
60022	4	4	4	0.6
60074	12	10	4	6
60092	6	4	0.5	0.1
60213	2.8	5.5	7.9	0.6
60230	6.5	3.6	6.6	0.7
60863	5	1	1	0.1
61210	10	7.5	5.9	2.6
61369	22	11	3	3
61395	6.3	3.5	0.8	0.1
61941	6.3	6.3	14.5	2.4
62210	11	11	11	22
62489	8.5	4	3.4	4.7
62965	12	7	2	3.5
63312	12	6.5	1.9	3
63337	7	5	0.8	0.7
63454	6	4	1	0
63989	2.8	5.5	7.9	1
64254	30	6	6	20
67145	12	12	3	16
67560	13	13	3.5	20.5
67933	12	7	2	3
68048	5.5	3.5	2	1
641911	18	5	1	0.3
642025	5	4	1	0.2
642040	11	9	3	1.2
642042	7	5	2	0.3
642044	9	6	2	0.5
642054	11	8	3	2.6
643431	7	5	1	0.7
643516	12	8	1	0.4
643545	8	6	4	2.6
24547	9.8	29.9	0.4	1.8
24685	10	5	1	0.5
25643	12	12	12	28
25766	12	9	12	5
25912	24	8	0.5	1
25944	22	10	6	3
25998	7	8	5	3
27626	21.3	6.5	3.1	11
27850	6	4	2	2
28187	22	10	5.5	4.5
28263	18.1	8.3	8.3	10.6
28384	10	6	0.5	0.8
28748	12	10	8	5
28784	8.4	9.8	1.1	0.4
29387	4	3	4	0.3
29599	11.1	2.3	15.1	2.1
30195	30	13	10	7
30247	12	7	2	2.5
30389	7.9	5.9	2.4	3.6
30399	4	3.5	5.4	0.3
30792	4	3.5	5.4	1
30882	10	10	4	2
31242	49	29	10	43
31309	14	14	5	23.8
31345	46.5	14.2	10.6	19.6
31443	10	6	2	0.3
31957	36	8	6	2
33039	3.9	6.3	10.2	1.3
442279	12.5	6.5	6.5	35
443319	12.5	6.5	6.5	35
659965	4	4	4	1.1
660996	4	4	4	0.3
661007	4	4	4	0.3
661011	6	4	4	0.4
661013	6	6	6	0.6
661014	6	6	6	0.6
661037	10	10	7	1.5
661122	10	10	7	2
661124	10	10	7	2
661165	12	12	4	1.5
661204	6	6	6	1
661206	6	6	6	1
661208	6	6	6	1
661212	6	6	6	1
661217	6	6	6	1
661226	10	10	7	2
661229	10	10	7	2
661234	10	10	7	2
661248	10	10	10	3
661295	10	10	7	2
661313	4	4	4	0.3
661332	4	4	4	0.3
661338	4	4	4	0.3
661340	6	6	6	0.4
661341	4	4	4	0.8
661345	6	6	4	1
661360	10	10	7	2.8
661403	4	4	4	0.5
661427	4	4	4	0.5
661439	12	9	2	0.6
661445	16	10	6	2
661449	12	9	2	0.6
661693	7.5	3.3	4.3	1.7
664991	4.3	4	2.3	0.2
666252	16	10	26	10
678287	38	14	2	4
678341	12	3	9	3
678399	2	2	8	1
678423	6	5	2	1
678456	3	0.3	3	0.1
678475	10	6	2	0.5
678482	18	3	3	0.5
678484	3	0.3	3	0.1
679024	3	3	3	4
679926	19	13	8	7
711947	14	8	1	1
711949	14	8	1	1
712179	10	6	3	3
713071	20	20	8	6
713079	4	4	1	0.5
713097	22	10	6	3
713113	22.4	10.2	5.5	5.5
713132	32	5.5	9	21
713159	6	17	23	10
713187	1	0.1	1	0.1
713446	8.5	4	3.4	4.5
713521	8.5	4	3.4	1.9
713579	8.5	4	3.4	2.3
713604	8.5	4	3.4	5.8
713745	8.5	4	3.4	1.8
713785	8.5	4	3.4	2.3
467998	15	15	6	20
468702	21	12	1	4
468706	19	9	1	1
468777	0.4	9.8	6.7	0.4
468779	0.5	9.8	6.7	0.5
468853	22.1	18.1	0.8	0.4
468859	0.7	17.8	6.7	0.7
83153	6	4	0.5	0.2
83302	24	8	0.5	1
83422	14	14	2.5	14.3
83429	2.8	5.5	7.9	0.4
84150	15	15	6	20
157567	6	4	0.5	0.1
157918	10	4	6	6
158192	12	7	2	2.5
159317	3	26	2.8	13.2
160023	4.7	5.5	3.5	1.5
160527	6	4	0.8	0.4
161063	11	11	16	19
161393	2.8	5.5	7.9	0.6
162068	12	12	12	28
162076	72.8	7.9	26.8	92.5
162513	54	14	5	33
162876	5.6	4.6	9.3	1.3
163098	4.3	3	1.5	0.4
163874	12	7	1	2
163977	34.5	5.7	25.7	14.1
164166	12.5	12.5	2	3.9
164636	5	5	1	0.3
164762	15	14	3	0.5
164781	7.1	5.1	8.3	2
164819	9	7	3	2.6
165558	2.8	3.7	1.6	0.4
168421	10	6	1	0.6
168445	6	4	0.8	0.4
169013	20.5	14	3.5	9.4
169153	13	13	3.5	14
169502	8	5	8.5	6
169603	24	8	0.5	1
170809	10.6	10.6	2.4	1.8
170983	12	12	6.5	7
171373	7.9	5.9	2.4	4.6
171818	40	9	4	5
172423	12	12	12	28
172858	18	9.5	2	5.1
173380	18	6	3	2.6
173384	9	11	9	3
174075	8.5	4	3.4	4.3
174745	19	19	12	23.7
174908	4	3.5	5.4	1
175012	12	12	12	28
175116	8.5	4	2.5	4.2
176237	4.3	3	1.5	0.9
176284	5	5	3	2
176440	6	4	0.8	0.5
176484	6	5	4	3
176758	24	8	0.5	1.5
176883	6.3	4	2	1.8
176914	7.7	1.8	13.6	1
176921	22	4.3	4.3	4.4
177211	14	14	5	15.7
177606	1	7	1	0.5
305315	14	14	5	24
305745	7	26	16	31
306617	19.3	3	2.8	6.6
306674	13	13	17	9
306799	16.9	2.2	2.2	3.9
307198	2.8	3.7	1.6	0.4
307340	10	6	1	0.8
307482	24.8	14.6	9.8	37.5
307707	6	6	4	2
308379	5	1	1	0.1
308691	24	8	0.5	1
309209	6	5	3	1.3
309259	14	3	11	2
49957	8.5	4	3.4	2.4
50541	7	3	2	3
50588	10	6	0.6	0.6
50944	12	6.5	1.9	3
51198	19.3	3	2.8	6.6
51271	14	14	5	19.6
51342	47.2	7.9	3.9	15.4
51347	6	4	1	0.6
51657	19.3	3	2.8	6.6
52238	6	4	0.4	0.1
52247	14	14	3.5	3
52831	5	3.5	9.6	0.8
52849	2	2	1.2	0.2
52993	2.8	5.5	7.9	0.9
53067	6	4	0.9	0.4
53279	13.2	10.2	9.8	13.2
54053	21.3	11.4	0.8	1.5
54459	2.8	6.9	2.6	2.8
54536	7	5	0.8	0.7
55076	26	14	9	7
55095	21	10	3	3
55572	14	1	9	1
55910	2.8	5.5	7.9	0.2
56162	6	6	4	1
56430	13	13	5	8
56662	5	1	1	0.1
56686	12	8.5	1.5	1
57302	24	3	2	1.8
57365	7	7	7	2
58198	11.4	21.3	0.8	1.5
58537	6	4	1	0.5
58832	14	14	3.5	3
59707	12	12	2	16.5
59739	24	8	0.5	1
60082	15	15	3	18.1
60307	5	1	1	0.1
60482	9	7	3	2.6
60789	2.5	6	2	1
60887	4	3	4	0.7
341201	14	14	2.5	15
341334	14	14	5	17.6
341358	14	14	5	21.9
341392	33.2	7.2	17.7	15.2
341770	8.5	4	2.5	3.3
342218	7	5	0.6	0.5
342296	18.3	14.5	8.5	6.2
342321	5.5	5.5	2.8	0.4
342358	2.8	3.7	1.6	0.4
343101	14	14	3	26.8
345154	8.5	4	3.4	1.9
345277	3.9	3.9	2	0.2
345291	5	1	1	0.1
345653	8	8	6	3
345684	14	14	5	26.3
345836	5.3	5.3	5.3	1
397033	8	62	55	35
397049	21	8	4	10
397062	6	5	2	1
397082	8	6	1.5	1
397215	10	7	3	2.5
397225	13	7	3	5
397489	11	10	3	4.8
397495	28	17	8	45
397558	8	8	6	12
397560	11.5	8	1	1
397561	26	13	9	12
397568	16	12	6	0.1
397574	4	4	4	0.3
397622	1.8	3.2	1.8	0.1
397636	30	17	9	52
397670	15	15	6	15
397707	7.1	5.1	1.6	1.3
397766	21	15	3	4.7
397767	16.5	8.3	5.8	3.4
397808	20.5	20.5	12	26
398080	21	7	17	8
398120	32	6.5	26	19.5
398158	22	10	5.5	4.5
398175	22	10	5	5
398193	21	10	3.5	2
398194	21	10	3.5	2
398216	13.5	8.5	2.5	1.5
398233	22	11	3	3
398236	13.5	8.5	3.5	2
398312	1	2	3	1
398325	9	6	5.5	0.1
398335	1	3	3	1
398476	7	6	1	0.7
398496	5.5	4.1	3.1	3
398499	26	14	2	8
398533	6	5	2	1
398536	20.5	20.5	12	26
398624	14	14	5	34.2
398658	14	14	5	14.4
398746	15	15	4	5
398831	12.5	12.5	2	4.7
104818	12	6.5	1.9	3
105211	14	14	5	19.9
105274	6	4	0.6	0.3
105390	51	9	4	6
105596	14	14	2.5	13.8
105693	14	14	5	19.5
106560	8	5	8.5	14
106724	8.6	7.3	3	2.9
107043	12	8.5	1.5	1
107694	8.5	4	3.4	2.6
107895	10	6	1	0.7
109073	26	3	2.8	2.2
109410	26	3	2.8	13.2
109858	23	10	8.1	12
110118	15	15	6	19
110375	15	15	6	28
110989	6	4	0.3	0.1
111346	22	11	3	3
111349	35	12	12	49
111689	2	2	1	0.7
111726	2.8	5.5	7.9	1
111745	46	15.5	6.5	25.2
112282	2.8	3.7	1.6	0.4
112951	5.9	5.5	2.4	1.1
113783	12.5	12.5	2	6.3
114771	15	15	6	35
117757	5.9	5.5	2.4	0.4
117876	6	4	1	0.6
118255	8	6	4	4.3
118759	12	12	3	12.5
118898	4	3	4	0.6
118948	13	13	17	7
119142	3	10	13	1.2
119614	10.4	1.8	11.6	1.2
119759	15	15	6	12
120115	12	6.5	1.9	3
120492	4.3	3	1.5	0.6
120606	19	19	12	23.7
120620	15	8	16	19
120627	6	4	1	0.5
234658	21	12	1	0.1
234766	13	10.2	9.8	35.3
235284	15	15	6	15
235290	24	8	0.5	1
235631	6	4	0.6	0.3
235930	30.6	5.7	25.7	12.9
236280	5	4.6	3.3	1.7
239377	19.3	3	2.8	6.6
239390	2.8	3.7	1.6	0.4
239397	14	14	5	16.4
8968	5	5	5	2
9003	5.5	5.5	2.8	0.5
9369	7.7	1.8	9.7	0.8
9605	11	8	8	4
9776	5	5	5	2
9850	8.5	4	3.4	4.1
9932	2.8	5.5	7.9	0.6
9942	15	15	6	28
10238	4.3	4.9	2.3	0.3
10475	40	16	14	18
10706	24	8	0.5	1
11179	15	15	6	16
11609	7	6	5	3
11965	3.9	6.3	10.2	2.6
12111	10	6	2	0.8
12996	11.1	2.3	15.1	1.4
13017	15	15	6	18
13214	6	4	0.8	0.4
17125	10	6	0.5	1.2
17445	14	14	5	20.8
17461	7	7	7	2
17653	7	5	6	0.4
18073	2.8	5.5	7.9	0.1
18681	2.8	5.5	7.9	0.9
19168	12	6.5	1.9	5
19420	8	5	4	2
19461	11.7	12.1	2.8	3.3
19780	47.1	21.5	4.9	60
19971	15	15	6	16
20504	6.5	6.3	2.6	1.3
20617	40	9	4	6
20779	19.3	3	2.8	6.6
20795	3.5	2.5	5	0.3
21032	14	14	2.5	13.6
21509	24	8	0.5	1
21704	15	15	6	16
21932	56	33	11	20
22157	10.3	10.3	3.9	1.4
22383	8	24	14	30
22409	11	30.7	0.8	2.2
22573	24	20.5	19.7	198.4
22708	38	19	11	30
23054	2.8	3.7	1.6	0.4
23162	6	4	3	1
23476	8.5	14.3	5.5	9
23491	4	4	4	1.5
24249	12	6	4	8
24520	15	8	1	1
24635	12	6.5	1.9	4
24721	2	2	2	0.5
24766	15	15	6	18
24860	9	4	0.9	0.5
24878	12	6.5	1.9	3
25131	11	7	4	3
25622	6	4	0.5	0.2
27682	6.8	2.9	2	0.3
27894	8.5	4	3.4	2.9
28183	6.3	8.3	3	1.9
28271	51	9	4	7
28442	2.4	1.2	1.2	0.1
28520	25.6	15.8	7.4	45.7
28801	11	11	2	18.5
28886	48	21.5	5.5	31.6
28960	20.3	12.3	12.3	9.5
29068	26	3	2.8	13.2
29078	35	12	12	42
29626	0.2	6	4	0.5
29970	8.5	4	2.5	4.4
30179	6	4	0.4	0.1
30410	18.3	14.5	8.5	6
30434	30.6	5.7	31.6	19.4
30436	21	12	1	3
50718	24	8	0.5	1
50837	64	15	6	18
50920	14	9	1.8	1.6
50938	7.7	1.8	13.6	0.8
51016	46	15.5	6.5	13
51710	8.5	4	2.5	2
51794	36	13	10	8
51992	6	4	0.5	0.2
52185	5.5	5.5	2.8	2
52504	3.8	3.5	3	0.9
53518	6	5	3	1.5
53684	5.1	4.7	2	0.3
53954	31	17	9	46
53989	2.8	5.5	7.9	0.7
54518	21	13	10	6
54892	24	8	0.5	1
55012	6	4	0.8	0.6
55365	12.5	12.5	2	4
55509	7	7	18	5.5
55884	8.5	4	2.5	6.9
56416	44	8	18	12
56440	6	26	14	31
57531	15	15	6	20
57606	12	8	8	5
57807	10.4	6.3	2	5.5
58623	9	4	2.3	0.8
59332	12	12	3	12.5
59529	2	2	2	0.1
59733	3	3	2	0.2
60251	5	1	1	0.1
60397	9	6.5	1	0.1
60517	3.5	5	9.6	0.7
60867	1	3	3	1
60910	5.3	5.3	5.3	0.8
61120	4	3	4	1
68316	15	15	6	38
283676	2.8	3.7	1.6	0.4
284350	24	8	0.5	1
284371	14	14	5	15.5
284681	2.3	2.3	3.8	0.2
284816	2.8	3.7	1.6	0.4
285091	16.4	10.8	8.3	4.2
285732	73	5	5	10
285885	7.4	3	1.4	0.1
286581	18.3	14.5	8.5	6.9
286899	8	9	1	1
287236	23	10	8.1	9
287280	12	9	12	4
289024	6	4	0.5	0.3
289395	12	6.5	1.9	3
289992	17	9	1	1
290282	7	5.9	2.6	0.5
291149	44	9	15	10
291395	8.8	8.8	4	6
291614	5	1	1	0.1
292256	7	5	1	1
292592	12	6.5	1.9	3
292744	24	12	6	13
292809	12	7	3	0.1
292895	1	1	1	0.1
294425	8.5	4	3.4	5
294668	21.3	6.5	3.1	13.2
295239	72.8	7.9	26.8	92.5
295693	28	9	9	11
295943	12.5	12.5	2	3.4
295977	44	8	18	15
296370	10	6	0.8	0.9
296384	5.3	5.3	5.3	1
297281	11	30.7	0.8	2.9
297715	13.5	10	5.5	3.8
298388	8	9	1	1
298641	22.3	14.4	6.3	22.9
298695	5	3.5	9.6	1.3
299225	4	3	4	0.7
300448	5	19	20	11
300735	12.5	12.5	2	6.5
301251	6	6	4	5
301741	4	3.5	5.4	0.8
301805	1	7	1	0.5
302154	8.5	4	3.4	2
303219	12	17	5.8	15.8
303564	47.2	7.9	3.9	15.4
303819	10	6	0.5	0.8
84658	7	5	1	0.9
84836	24	8	0.5	1.5
86748	8	5	8.5	9
86839	11.4	8.7	3.1	8.4
86918	15	15	6	40
87277	14	4	4	4.5
87360	6	3	6	1
87810	12.5	12.5	2	5
87889	12	6.5	1.9	2.5
88387	8	9	1	1
88485	24	12	12	15
88789	20	6	3	10.7
88933	15	11	5	8
89015	49	7	7	7
89020	4	3.5	5.4	1.2
89209	20.5	20.5	10	25.2
89354	7.1	7.1	7.1	1.3
89556	14.3	11.5	5	6.3
89663	2	6	7	1
91724	6	1.5	8	3
91965	2.8	3.7	1.6	0.7
92891	7	6	5	3
93297	26	14	9	8
93870	4.3	3	1.5	0.5
94068	8	6	4	0.6
94710	24	8	0.5	1
95258	5.9	5.1	4.3	1.5
95274	24	8	0.5	1
96327	6.5	6.5	7.3	1.2
96690	6.3	2.8	2.8	0.1
96838	17.8	8.5	7.2	3.7
97462	29.5	7	23.5	17
97651	4	3	4	0.3
97652	14	14	5	18.1
97739	12	7	2	3.5
97766	9	5	2	2
98195	8.5	4	3.4	2.2
98469	7	5	0.6	0.5
98610	5.9	5.5	2.4	3.8
99147	1	1	1	0.3
99242	24	8	0.5	1
99474	20	12	6	17.2
99568	14.5	6	6	1
100016	10.5	8.3	7.4	2.9
100109	24	8	0.5	1
100382	5	5	1	0.3
100384	4	3.5	5.4	1
100607	8	5	8	14
100772	5	5	2	1
101616	9	7.5	2.5	9.5
101979	6.4	6.4	11	1.5
102076	1.8	2	2.3	0.1
102528	10	6	0.8	1.1
102903	7	5	0.8	0.7
102984	2.8	5.5	7.9	0.8
103701	12.5	12.5	2	4
103899	15	15	6	22
263174	13	13	17	16
264286	22.3	14.4	6.3	52
61306	6	4	1	0.2
61363	77	5	5	10
61813	22.3	14.4	6.3	27.5
61937	9.8	7.9	7.1	5.4
62067	15	15	4	16
62288	19.3	3	2.8	6.6
62421	2.8	5.5	7.9	0.7
62575	24	8	0.5	1
62627	12	7	2	3.5
62858	12	7	2	2.5
63294	6.6	7	1.7	1
63718	12	6.5	1.9	2.5
63855	22.2	14.5	14.9	7.8
67835	24	8	0.5	1
67913	16	16	4	25.1
68196	4.3	4.9	2.3	0.2
68505	15	15	6	26
283236	7	5	0.6	0.6
283526	2.8	5.5	7.9	0.7
